rssi,distance
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-20,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-22,0
-20,0
-22,0
-21,0
-21,0
-20,0
-21,0
-22,0
-22,0
-21,0
-21,0
-20,0
-20,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-20,0
-19,0
-20,0
-19,0
-21,0
-20,0
-20,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-22,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-20,0
-20,0
-20,0
-21,0
-19,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-22,0
-22,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-21,0
-20,0
-22,0
-22,0
-21,0
-22,0
-21,0
-21,0
-19,0
-22,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-22,0
-21,0
-22,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-20,0
-22,0
-21,0
-21,0
-20,0
-21,0
-21,0
-20,0
-21,0
-20,0
-20,0
-19,0
-20,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-22,0
-21,0
-21,0
-21,0
-22,0
-20,0
-21,0
-19,0
-22,0
-21,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-21,0
-21,0
-22,0
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-22,0
-20,0
-21,0
-21,0
-21,0
-20,0
-22,0
-22,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-22,0
-22,0
-21,0
-19,0
-20,0
-19,0
-20,0
-20,0
-20,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-19,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-22,0
-72,0
-21,0
-22,0
-20,0
-20,0
-20,0
-20,0
-20,0
-22,0
-20,0
-20,0
-21,0
-22,0
-20,0
-21,0
-20,0
-20,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-19,0
-20,0
-19,0
-19,0
-21,0
-20,0
-20,0
-20,0
-20,0
-20,0
-21,0
-22,0
-20,0
-20,0
-20,0
-20,0
-20,0
-19,0
-20,0
-20,0
-20,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-21,0
-19,0
-21,0
-20,0
-20,0
-20,0
-21,0
-21,0
-22,0
-20,0
-20,0
-20,0
-21,0
-20,0
-20,0
-20,0
-20,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-19,0
-21,0
-20,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-20,0
-20,0
-18,0
-21,0
-19,0
-21,0
-21,0
-22,0
-21,0
-20,0
-21,0
-20,0
-20,0
-21,0
-21,0
-20,0
-19,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-20,0
-20,0
-21,0
-20,0
-22,0
-20,0
-21,0
-20,0
-22,0
-21,0
-20,0
-20,0
-20,0
-21,0
-21,0
-20,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-20,0
-20,0
-20,0
-19,0
-19,0
-20,0
-19,0
-20,0
-21,0
-22,0
-19,0
-21,0
-21,0
-19,0
-20,0
-19,0
-19,0
-20,0
-21,0
-21,0
-21,0
-20,0
-21,0
-22,0
-20,0
-21,0
-20,0
-21,0
-20,0
-21,0
-22,0
-21,0
-21,0
-19,0
-21,0
-22,0
-19,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-21,0
-21,0
-21,0
-20,0
-20,0
-21,0
-21,0
-20,0
-20,0
-21,0
-20,0
-21,0
-21,0
-20,0
-21,0
-20,0
-19,0
-20,0
-21,0
-21,0
-21,0
-20,0
-19,0
-21,0
-20,0
-20,0
-20,0
-21,0
-21,0
-20,0
-21,0
-20,0
-21,0
-21,0
-20,0
-20,0
-19,0
-20,0
-20,0
-21,0
-21,0
-21,0
-21,0
-21,0
-21,0
-20,0
-20,0
-20,0
-20,0
-22,0
-20,0
-21,0
-20,0
-20,0
-21,0
-20,0
-20,0
-20,0
-21,0
-21,0
-21,0
